Name,Alexander (vector)
12a_975,{0; 6; 4; -22; 52; -69; 52; -22; 4}
12a_976,{0; 6; 4; -25; 66; -89; 66; -25; 4}
12a_977,{0; 8; 2; -10; 22; -34; 39; -34; 22; -10; 2}
12a_978,{0; 6; 3; -15; 30; -37; 30; -15; 3}
12a_979,{0; 8; 2; -10; 27; -46; 55; -46; 27; -10; 2}
12a_980,{0; 8; 2; -11; 31; -53; 63; -53; 31; -11; 2}
12a_981,{0; 10; 1; -4; 10; -17; 23; -25; 23; -17; 10; -4; 1}
12a_982,{0; 8; 2; -9; 23; -38; 45; -38; 23; -9; 2}
12a_983,{0; 6; 5; -25; 52; -65; 52; -25; 5}
12a_984,{0; 10; 1; -4; 9; -13; 16; -17; 16; -13; 9; -4; 1}
12a_985,{0; 8; 2; -9; 21; -30; 33; -30; 21; -9; 2}
12a_986,{0; 8; 2; -12; 34; -59; 71; -59; 34; -12; 2}
12a_987,{0; 8; 2; -10; 27; -46; 55; -46; 27; -10; 2}
12a_988,{0; 8; 2; -8; 17; -23; 25; -23; 17; -8; 2}
12a_989,{0; 6; 4; -18; 40; -51; 40; -18; 4}
12a_990,{0; 8; 1; -8; 26; -48; 59; -48; 26; -8; 1}
12a_991,{0; 8; 1; -8; 25; -44; 53; -44; 25; -8; 1}
12a_992,{0; 8; 1; -9; 30; -57; 71; -57; 30; -9; 1}
12a_993,{0; 8; 2; -10; 24; -38; 45; -38; 24; -10; 2}
12a_994,{0; 8; 2; -12; 34; -60; 71; -60; 34; -12; 2}
12a_995,{0; 6; 8; -28; 49; -57; 49; -28; 8}
12a_996,{0; 4; 14; -48; 69; -48; 14}
12a_997,{0; 8; 2; -10; 26; -44; 51; -44; 26; -10; 2}
12a_998,{0; 8; 2; -11; 30; -52; 61; -52; 30; -11; 2}
12a_999,{0; 10; 1; -4; 11; -21; 31; -35; 31; -21; 11; -4; 1}
12a_1000,{0; 8; 2; -8; 19; -30; 35; -30; 19; -8; 2}
12a_1001,{0; 6; 4; -19; 43; -57; 43; -19; 4}
12a_1002,{0; 10; 1; -5; 13; -23; 32; -35; 32; -23; 13; -5; 1}
12a_1003,{0; 8; 2; -10; 28; -48; 57; -48; 28; -10; 2}
12a_1004,{0; 6; 8; -30; 57; -69; 57; -30; 8}
12a_1005,{0; 8; 2; -11; 29; -49; 59; -49; 29; -11; 2}
12a_1006,{0; 8; 2; -10; 25; -41; 49; -41; 25; -10; 2}
12a_1007,{0; 8; 2; -9; 19; -27; 29; -27; 19; -9; 2}
12a_1008,{0; 6; 4; -20; 45; -59; 45; -20; 4}
12a_1009,{0; 8; 2; -9; 19; -25; 27; -25; 19; -9; 2}
12a_1010,{0; 6; 4; -20; 45; -57; 45; -20; 4}
12a_1011,{0; 10; 1; -4; 9; -15; 20; -23; 20; -15; 9; -4; 1}
12a_1012,{0; 8; 2; -9; 21; -32; 35; -32; 21; -9; 2}
12a_1013,{0; 10; 1; -4; 9; -15; 20; -21; 20; -15; 9; -4; 1}
12a_1014,{0; 8; 2; -9; 21; -34; 41; -34; 21; -9; 2}
12a_1015,{0; 8; 2; -8; 17; -25; 27; -25; 17; -8; 2}
12a_1016,{0; 6; 4; -18; 40; -53; 40; -18; 4}
12a_1017,{0; 8; 2; -8; 15; -19; 21; -19; 15; -8; 2}
12a_1018,{0; 6; 4; -18; 36; -43; 36; -18; 4}
12a_1019,{0; 8; 1; -10; 39; -80; 101; -80; 39; -10; 1}
12a_1020,{0; 8; 1; -9; 34; -71; 89; -71; 34; -9; 1}
12a_1021,{0; 8; 1; -9; 35; -76; 97; -76; 35; -9; 1}
12a_1022,{0; 6; 3; -21; 58; -79; 58; -21; 3}
12a_1023,{0; 8; 2; -8; 16; -24; 27; -24; 16; -8; 2}
12a_1024,{0; 6; 4; -17; 33; -41; 33; -17; 4}
12a_1025,{0; 8; 2; -12; 31; -52; 61; -52; 31; -12; 2}
12a_1026,{0; 6; 3; -17; 38; -49; 38; -17; 3}
12a_1027,{0; 10; 1; -3; 6; -10; 14; -15; 14; -10; 6; -3; 1}
12a_1028,{0; 8; 2; -7; 14; -21; 25; -21; 14; -7; 2}
12a_1029,{0; 8; 2; -6; 10; -14; 17; -14; 10; -6; 2}
12a_1030,{0; 6; 4; -13; 19; -19; 19; -13; 4}
12a_1031,{0; 8; 2; -7; 13; -17; 19; -17; 13; -7; 2}
12a_1032,{0; 6; 4; -16; 31; -37; 31; -16; 4}
12a_1033,{0; 6; 4; -14; 23; -25; 23; -14; 4}
12a_1034,{0; 4; 8; -30; 45; -30; 8}
12a_1035,{0; 6; 7; -21; 32; -35; 32; -21; 7}
12a_1036,{0; 8; 2; -10; 21; -30; 33; -30; 21; -10; 2}
12a_1037,{0; 4; 14; -46; 65; -46; 14}
12a_1038,{0; 6; 4; -21; 45; -57; 45; -21; 4}
12a_1039,{0; 8; 1; -7; 17; -27; 33; -27; 17; -7; 1}
12a_1040,{0; 6; 2; -13; 27; -31; 27; -13; 2}
12a_1041,{0; 8; 2; -12; 33; -54; 63; -54; 33; -12; 2}
12a_1042,{0; 8; 2; -11; 30; -52; 63; -52; 30; -11; 2}
12a_1043,{0; 6; 4; -21; 48; -61; 48; -21; 4}
12a_1044,{0; 6; 3; -18; 46; -61; 46; -18; 3}
12a_1045,{0; 8; 1; -8; 22; -32; 35; -32; 22; -8; 1}
12a_1046,{0; 6; 2; -17; 49; -67; 49; -17; 2}
12a_1047,{0; 10; 1; -4; 10; -18; 25; -27; 25; -18; 10; -4; 1}
12a_1048,{0; 8; 2; -9; 23; -40; 49; -40; 23; -9; 2}
12a_1049,{0; 8; 1; -9; 27; -45; 51; -45; 27; -9; 1}
12a_1050,{0; 8; 1; -8; 29; -63; 83; -63; 29; -8; 1}
12a_1051,{0; 10; 1; -4; 9; -15; 18; -19; 18; -15; 9; -4; 1}
12a_1052,{0; 8; 2; -9; 22; -38; 45; -38; 22; -9; 2}
12a_1053,{0; 8; 2; -10; 27; -48; 59; -48; 27; -10; 2}
12a_1054,{0; 8; 1; -9; 28; -48; 55; -48; 28; -9; 1}
12a_1055,{0; 6; 2; -17; 50; -71; 50; -17; 2}
12a_1056,{0; 8; 2; -10; 28; -52; 63; -52; 28; -10; 2}
12a_1057,{0; 6; 3; -22; 59; -81; 59; -22; 3}
12a_1058,{0; 6; 2; -18; 53; -75; 53; -18; 2}
12a_1059,{0; 8; 2; -10; 23; -36; 41; -36; 23; -10; 2}
12a_1060,{0; 8; 2; -9; 22; -37; 43; -37; 22; -9; 2}
12a_1061,{0; 8; 2; -11; 31; -56; 67; -56; 31; -11; 2}
12a_1062,{0; 6; 3; -15; 32; -41; 32; -15; 3}
12a_1063,{0; 6; 3; -12; 24; -31; 24; -12; 3}
12a_1064,{0; 8; 2; -9; 21; -33; 37; -33; 21; -9; 2}
12a_1065,{0; 8; 1; -8; 31; -67; 87; -67; 31; -8; 1}
12a_1066,{0; 8; 2; -8; 19; -33; 39; -33; 19; -8; 2}
12a_1067,{0; 8; 1; -8; 30; -61; 75; -61; 30; -8; 1}
12a_1068,{0; 6; 4; -16; 32; -41; 32; -16; 4}
12a_1069,{0; 6; 2; -19; 57; -79; 57; -19; 2}
12a_1070,{0; 8; 1; -8; 29; -58; 71; -58; 29; -8; 1}
12a_1071,{0; 8; 2; -10; 26; -46; 55; -46; 26; -10; 2}
12a_1072,{0; 8; 2; -11; 30; -49; 57; -49; 30; -11; 2}
12a_1073,{0; 6; 4; -22; 49; -63; 49; -22; 4}
12a_1074,{0; 8; 1; -8; 24; -40; 47; -40; 24; -8; 1}
12a_1075,{0; 6; 4; -19; 41; -53; 41; -19; 4}
12a_1076,{0; 8; 1; -8; 29; -60; 77; -60; 29; -8; 1}
12a_1077,{0; 6; 3; -16; 40; -53; 40; -16; 3}
12a_1078,{0; 8; 2; -11; 32; -58; 71; -58; 32; -11; 2}
12a_1079,{0; 8; 2; -11; 31; -56; 67; -56; 31; -11; 2}
12a_1080,{0; 8; 1; -8; 24; -42; 51; -42; 24; -8; 1}
12a_1081,{0; 8; 1; -8; 25; -46; 57; -46; 25; -8; 1}
12a_1082,{0; 8; 1; -8; 23; -38; 45; -38; 23; -8; 1}
12a_1083,{0; 8; 2; -9; 21; -33; 39; -33; 21; -9; 2}
12a_1084,{0; 8; 1; -8; 20; -28; 31; -28; 20; -8; 1}
12a_1085,{0; 6; 2; -17; 45; -59; 45; -17; 2}
12a_1086,{0; 6; 4; -20; 46; -59; 46; -20; 4}
12a_1087,{0; 8; 1; -8; 25; -48; 61; -48; 25; -8; 1}
12a_1088,{0; 8; 1; -9; 29; -54; 67; -54; 29; -9; 1}
12a_1089,{0; 8; 1; -8; 21; -31; 35; -31; 21; -8; 1}
12a_1090,{0; 6; 2; -16; 42; -55; 42; -16; 2}
12a_1091,{0; 8; 2; -10; 27; -49; 61; -49; 27; -10; 2}
12a_1092,{0; 8; 1; -9; 29; -52; 61; -52; 29; -9; 1}
12a_1093,{0; 8; 1; -8; 25; -44; 51; -44; 25; -8; 1}
12a_1094,{0; 6; 2; -14; 35; -45; 35; -14; 2}
12a_1095,{0; 6; 3; -12; 22; -25; 22; -12; 3}
12a_1096,{0; 8; 1; -8; 29; -60; 75; -60; 29; -8; 1}
12a_1097,{0; 4; 16; -54; 77; -54; 16}
12a_1098,{0; 6; 5; -29; 68; -89; 68; -29; 5}
12a_1099,{0; 8; 2; -10; 27; -44; 51; -44; 27; -10; 2}
12a_1100,{0; 8; 2; -11; 31; -54; 65; -54; 31; -11; 2}
12a_1101,{0; 8; 2; -11; 30; -48; 55; -48; 30; -11; 2}
12a_1102,{0; 8; 1; -8; 30; -68; 91; -68; 30; -8; 1}
12a_1103,{0; 6; 4; -19; 45; -59; 45; -19; 4}
12a_1104,{0; 8; 1; -8; 25; -46; 55; -46; 25; -8; 1}
12a_1105,{0; 8; 1; -8; 30; -64; 83; -64; 30; -8; 1}
12a_1106,{0; 6; 3; -18; 48; -67; 48; -18; 3}
12a_1107,{0; 8; 2; -8; 16; -20; 21; -20; 16; -8; 2}
12a_1108,{0; 6; 4; -17; 35; -43; 35; -17; 4}
12a_1109,{0; 8; 2; -11; 29; -51; 61; -51; 29; -11; 2}
12a_1110,{0; 6; 5; -27; 66; -87; 66; -27; 5}
12a_1111,{0; 8; 2; -11; 27; -41; 45; -41; 27; -11; 2}
12a_1112,{0; 6; 8; -27; 46; -53; 46; -27; 8}
12a_1113,{0; 4; 15; -51; 73; -51; 15}
12a_1114,{0; 10; 1; -4; 9; -12; 14; -15; 14; -12; 9; -4; 1}
12a_1115,{0; 8; 2; -9; 22; -32; 35; -32; 22; -9; 2}
12a_1116,{0; 8; 2; -9; 23; -37; 43; -37; 23; -9; 2}
12a_1117,{0; 6; 4; -26; 64; -85; 64; -26; 4}
12a_1118,{0; 6; 3; -12; 26; -33; 26; -12; 3}
12a_1119,{0; 8; 2; -9; 21; -33; 39; -33; 21; -9; 2}
12a_1120,{0; 10; 1; -4; 9; -14; 18; -19; 18; -14; 9; -4; 1}
12a_1121,{0; 8; 2; -9; 22; -36; 43; -36; 22; -9; 2}
12a_1122,{0; 8; 1; -8; 30; -63; 81; -63; 30; -8; 1}
12a_1123,{0; 8; 1; -9; 30; -56; 69; -56; 30; -9; 1}
12a_1124,{0; 6; 1; -13; 50; -77; 50; -13; 1}
12a_1125,{0; 6; 4; -14; 21; -23; 21; -14; 4}
12a_1126,{0; 4; 8; -30; 43; -30; 8}
12a_1127,{0; 4; 4; -24; 41; -24; 4}
12a_1128,{0; 10; 1; -3; 5; -7; 9; -9; 9; -7; 5; -3; 1}
12a_1129,{0; 8; 2; -7; 13; -19; 23; -19; 13; -7; 2}
12a_1130,{0; 8; 2; -8; 16; -23; 27; -23; 16; -8; 2}
12a_1131,{0; 8; 2; -7; 11; -11; 11; -11; 11; -7; 2}
12a_1132,{0; 6; 4; -16; 29; -33; 29; -16; 4}
12a_1133,{0; 6; 4; -18; 36; -43; 36; -18; 4}
12a_1134,{0; 10; 1; -3; 5; -7; 7; -7; 7; -7; 5; -3; 1}
12a_1135,{0; 8; 2; -7; 13; -19; 21; -19; 13; -7; 2}
12a_1136,{0; 8; 2; -8; 18; -29; 33; -29; 18; -8; 2}
12a_1137,{0; 6; 4; -16; 31; -39; 31; -16; 4}
12a_1138,{0; 6; 3; -11; 17; -17; 17; -11; 3}
12a_1139,{0; 4; 6; -25; 39; -25; 6}
12a_1140,{0; 6; 3; -11; 21; -27; 21; -11; 3}
12a_1141,{0; 8; 1; -8; 22; -34; 37; -34; 22; -8; 1}
12a_1142,{0; 6; 4; -14; 21; -21; 21; -14; 4}
12a_1143,{0; 6; 2; -17; 49; -69; 49; -17; 2}
12a_1144,{0; 4; 8; -32; 49; -32; 8}
12a_1145,{0; 8; 2; -6; 10; -14; 15; -14; 10; -6; 2}
12a_1146,{0; 6; 4; -14; 25; -31; 25; -14; 4}
12a_1147,{0; 8; 2; -7; 15; -24; 27; -24; 15; -7; 2}
12a_1148,{0; 6; 3; -9; 15; -19; 15; -9; 3}
12a_1149,{0; 4; 4; -9; 9; -9; 4}
12a_1150,{0; 8; 1; -8; 23; -41; 51; -41; 23; -8; 1}
12a_1151,{0; 6; 2; -14; 32; -39; 32; -14; 2}
12a_1152,{0; 8; 1; -9; 34; -72; 93; -72; 34; -9; 1}
12a_1153,{0; 8; 1; -8; 20; -26; 27; -26; 20; -8; 1}
12a_1154,{0; 6; 2; -17; 47; -63; 47; -17; 2}
12a_1155,{0; 6; 5; -28; 63; -81; 63; -28; 5}
12a_1156,{0; 8; 1; -8; 25; -43; 51; -43; 25; -8; 1}
12a_1157,{0; 8; 2; -5; 5; -5; 5; -5; 5; -5; 2}
12a_1158,{0; 6; 4; -12; 15; -15; 15; -12; 4}
12a_1159,{0; 6; 4; -14; 24; -29; 24; -14; 4}
12a_1160,{0; 4; 8; -28; 39; -28; 8}
12a_1161,{0; 4; 6; -19; 25; -19; 6}
12a_1162,{0; 6; 4; -11; 13; -13; 13; -11; 4}
12a_1163,{0; 4; 8; -26; 35; -26; 8}
12a_1164,{0; 6; 4; -13; 22; -27; 22; -13; 4}
12a_1165,{0; 4; 6; -17; 21; -17; 6}
12a_1166,{0; 2; 8; -17; 8}
12a_1167,{0; 8; 1; -10; 35; -68; 85; -68; 35; -10; 1}
12a_1168,{0; 10; 1; -4; 10; -19; 28; -31; 28; -19; 10; -4; 1}
12a_1169,{0; 8; 2; -8; 17; -26; 31; -26; 17; -8; 2}
12a_1170,{0; 8; 2; -8; 18; -30; 37; -30; 18; -8; 2}
12a_1171,{0; 6; 4; -15; 25; -27; 25; -15; 4}
12a_1172,{0; 8; 2; -10; 26; -45; 55; -45; 26; -10; 2}
12a_1173,{0; 6; 3; -21; 55; -73; 55; -21; 3}
12a_1174,{0; 8; 2; -8; 18; -28; 33; -28; 18; -8; 2}
12a_1175,{0; 8; 2; -10; 26; -46; 55; -46; 26; -10; 2}
12a_1176,{0; 10; 1; -4; 9; -15; 20; -21; 20; -15; 9; -4; 1}
12a_1177,{0; 8; 2; -9; 22; -38; 47; -38; 22; -9; 2}
12a_1178,{0; 8; 2; -9; 20; -31; 37; -31; 20; -9; 2}
12a_1179,{0; 6; 3; -12; 20; -21; 20; -12; 3}
12a_1180,{0; 8; 2; -8; 19; -33; 41; -33; 19; -8; 2}
12a_1181,{0; 6; 4; -16; 30; -35; 30; -16; 4}
12a_1182,{0; 8; 2; -9; 22; -38; 45; -38; 22; -9; 2}
12a_1183,{0; 6; 4; -15; 26; -31; 26; -15; 4}
12a_1184,{0; 8; 2; -10; 24; -34; 37; -34; 24; -10; 2}
12a_1185,{0; 6; 4; -22; 55; -73; 55; -22; 4}
12a_1186,{0; 8; 2; -11; 30; -50; 59; -50; 30; -11; 2}
12a_1187,{0; 8; 2; -12; 35; -64; 77; -64; 35; -12; 2}
12a_1188,{0; 8; 1; -9; 36; -79; 103; -79; 36; -9; 1}
12a_1189,{0; 6; 4; -24; 63; -85; 63; -24; 4}
12a_1190,{0; 8; 1; -9; 31; -61; 75; -61; 31; -9; 1}
12a_1191,{0; 10; 1; -5; 12; -20; 25; -27; 25; -20; 12; -5; 1}
12a_1192,{0; 8; 2; -11; 28; -46; 53; -46; 28; -11; 2}
12a_1193,{0; 8; 2; -13; 38; -68; 81; -68; 38; -13; 2}
12a_1194,{0; 8; 2; -10; 23; -34; 37; -34; 23; -10; 2}
12a_1195,{0; 8; 1; -9; 29; -51; 59; -51; 29; -9; 1}
12a_1196,{0; 8; 2; -13; 36; -61; 73; -61; 36; -13; 2}
12a_1197,{0; 8; 2; -11; 29; -48; 57; -48; 29; -11; 2}
12a_1198,{0; 6; 4; -22; 52; -67; 52; -22; 4}
12a_1199,{0; 10; 1; -5; 13; -23; 32; -37; 32; -23; 13; -5; 1}
12a_1200,{0; 8; 2; -10; 25; -39; 43; -39; 25; -10; 2}
12a_1201,{0; 8; 2; -10; 26; -43; 51; -43; 26; -10; 2}
12a_1202,{0; 4; 9; -42; 67; -42; 9}
12a_1203,{0; 10; 1; -4; 10; -18; 25; -27; 25; -18; 10; -4; 1}
12a_1204,{0; 8; 2; -8; 18; -29; 35; -29; 18; -8; 2}
12a_1205,{0; 6; 4; -15; 26; -29; 26; -15; 4}
12a_1206,{0; 6; 4; -24; 57; -75; 57; -24; 4}
12a_1207,{0; 8; 2; -11; 28; -42; 47; -42; 28; -11; 2}
12a_1208,{0; 6; 4; -23; 58; -77; 58; -23; 4}
12a_1209,{0; 10; 1; -5; 12; -22; 32; -37; 32; -22; 12; -5; 1}
12a_1210,{0; 10; 1; -5; 12; -21; 28; -31; 28; -21; 12; -5; 1}
12a_1211,{0; 10; 1; -6; 17; -33; 48; -55; 48; -33; 17; -6; 1}
12a_1212,{0; 10; 1; -6; 16; -29; 41; -45; 41; -29; 16; -6; 1}
12a_1213,{0; 8; 2; -12; 31; -51; 61; -51; 31; -12; 2}
12a_1214,{0; 10; 1; -3; 4; -5; 6; -7; 6; -5; 4; -3; 1}
12a_1215,{0; 10; 1; -4; 9; -15; 19; -21; 19; -15; 9; -4; 1}
12a_1216,{0; 8; 2; -11; 25; -35; 37; -35; 25; -11; 2}
12a_1217,{0; 6; 4; -23; 55; -73; 55; -23; 4}
12a_1218,{0; 10; 1; -4; 8; -13; 18; -21; 18; -13; 8; -4; 1}
12a_1219,{0; 10; 1; -4; 9; -15; 21; -23; 21; -15; 9; -4; 1}
12a_1220,{0; 10; 1; -4; 8; -11; 14; -15; 14; -11; 8; -4; 1}
12a_1221,{0; 10; 1; -5; 13; -24; 35; -39; 35; -24; 13; -5; 1}
12a_1222,{0; 10; 1; -5; 13; -25; 37; -43; 37; -25; 13; -5; 1}
12a_1223,{0; 10; 1; -4; 10; -18; 23; -25; 23; -18; 10; -4; 1}
12a_1224,{0; 8; 2; -8; 18; -29; 33; -29; 18; -8; 2}
12a_1225,{0; 10; 1; -5; 14; -28; 41; -47; 41; -28; 14; -5; 1}
12a_1226,{0; 10; 1; -4; 10; -18; 26; -29; 26; -18; 10; -4; 1}
12a_1227,{0; 10; 1; -5; 13; -24; 34; -37; 34; -24; 13; -5; 1}
12a_1228,{0; 8; 2; -10; 24; -39; 47; -39; 24; -10; 2}
12a_1229,{0; 10; 1; -5; 14; -27; 40; -47; 40; -27; 14; -5; 1}
12a_1230,{0; 10; 1; -5; 14; -27; 39; -43; 39; -27; 14; -5; 1}
12a_1231,{0; 10; 1; -5; 13; -24; 34; -39; 34; -24; 13; -5; 1}
12a_1232,{0; 8; 2; -10; 24; -37; 41; -37; 24; -10; 2}
12a_1233,{0; 10; 1; -3; 6; -10; 12; -13; 12; -10; 6; -3; 1}
12a_1234,{0; 8; 2; -7; 15; -25; 29; -25; 15; -7; 2}
12a_1235,{0; 10; 1; -4; 9; -16; 23; -27; 23; -16; 9; -4; 1}
12a_1236,{0; 8; 2; -9; 21; -33; 37; -33; 21; -9; 2}
12a_1237,{0; 8; 2; -11; 28; -45; 53; -45; 28; -11; 2}
12a_1238,{0; 10; 1; -4; 9; -16; 23; -25; 23; -16; 9; -4; 1}
12a_1239,{0; 8; 2; -9; 21; -35; 43; -35; 21; -9; 2}
12a_1240,{0; 8; 2; -8; 14; -16; 17; -16; 14; -8; 2}
12a_1241,{0; 6; 4; -18; 35; -41; 35; -18; 4}
12a_1242,{0; 8; 2; -5; 6; -7; 7; -7; 6; -5; 2}
12a_1243,{0; 6; 4; -12; 17; -19; 17; -12; 4}
12a_1244,{0; 8; 2; -8; 16; -22; 23; -22; 16; -8; 2}
12a_1245,{0; 6; 4; -18; 39; -51; 39; -18; 4}
12a_1246,{0; 10; 1; -4; 10; -18; 25; -27; 25; -18; 10; -4; 1}
12a_1247,{0; 8; 2; -8; 16; -21; 23; -21; 16; -8; 2}
12a_1248,{0; 10; 1; -6; 17; -32; 46; -51; 46; -32; 17; -6; 1}
12a_1249,{0; 10; 1; -6; 17; -32; 46; -53; 46; -32; 17; -6; 1}
12a_1250,{0; 10; 1; -5; 14; -27; 39; -45; 39; -27; 14; -5; 1}
12a_1251,{0; 6; 4; -25; 62; -83; 62; -25; 4}
12a_1252,{0; 8; 2; -10; 27; -48; 57; -48; 27; -10; 2}
12a_1253,{0; 10; 1; -5; 14; -26; 37; -41; 37; -26; 14; -5; 1}
12a_1254,{0; 10; 1; -4; 10; -18; 25; -29; 25; -18; 10; -4; 1}
12a_1255,{0; 10; 1; -5; 13; -23; 30; -33; 30; -23; 13; -5; 1}
12a_1256,{0; 8; 2; -8; 18; -27; 29; -27; 18; -8; 2}
12a_1257,{0; 8; 2; -10; 25; -41; 47; -41; 25; -10; 2}
12a_1258,{0; 10; 1; -4; 10; -19; 28; -33; 28; -19; 10; -4; 1}
12a_1259,{0; 8; 2; -8; 18; -28; 31; -28; 18; -8; 2}
12a_1260,{0; 10; 1; -4; 10; -19; 27; -31; 27; -19; 10; -4; 1}
12a_1261,{0; 8; 2; -9; 23; -40; 47; -40; 23; -9; 2}
12a_1262,{0; 8; 2; -8; 18; -29; 33; -29; 18; -8; 2}
12a_1263,{0; 6; 4; -21; 49; -63; 49; -21; 4}
12a_1264,{0; 8; 2; -8; 17; -24; 25; -24; 17; -8; 2}
12a_1265,{0; 6; 4; -17; 37; -49; 37; -17; 4}
12a_1266,{0; 6; 4; -15; 28; -35; 28; -15; 4}
12a_1267,{0; 6; 4; -16; 32; -41; 32; -16; 4}
12a_1268,{0; 8; 2; -10; 26; -45; 55; -45; 26; -10; 2}
12a_1269,{0; 6; 4; -17; 38; -51; 38; -17; 4}
12a_1270,{0; 8; 2; -11; 30; -53; 63; -53; 30; -11; 2}
12a_1271,{0; 6; 4; -20; 44; -55; 44; -20; 4}
12a_1272,{0; 8; 2; -10; 25; -40; 47; -40; 25; -10; 2}
12a_1273,{0; 10; 1; -3; 5; -7; 9; -11; 9; -7; 5; -3; 1}
12a_1274,{0; 8; 2; -7; 13; -17; 17; -17; 13; -7; 2}
12a_1275,{0; 6; 4; -16; 33; -43; 33; -16; 4}
12a_1276,{0; 8; 2; -6; 10; -13; 13; -13; 10; -6; 2}
12a_1277,{0; 6; 4; -14; 26; -33; 26; -14; 4}
12a_1278,{0; 6; 3; -7; 7; -7; 7; -7; 3}
12a_1279,{0; 4; 6; -17; 21; -17; 6}
12a_1280,{0; 8; 1; -9; 28; -51; 63; -51; 28; -9; 1}
12a_1281,{0; 6; 4; -13; 23; -29; 23; -13; 4}
12a_1282,{0; 4; 6; -16; 19; -16; 6}
12a_1283,{0; 10; 1; -3; 6; -10; 13; -15; 13; -10; 6; -3; 1}
12a_1284,{0; 8; 2; -7; 15; -24; 27; -24; 15; -7; 2}
12a_1285,{0; 8; 2; -6; 11; -16; 17; -16; 11; -6; 2}
12a_1286,{0; 6; 3; -7; 8; -9; 8; -7; 3}
12a_1287,{0; 2; 9; -19; 9}
12a_1288,{0; 10; 1; -3; 7; -14; 21; -25; 21; -14; 7; -3; 1}
12n_1,{0; 6; 1; -5; 13; -19; 13; -5; 1}
12n_2,{0; 8; 1; -5; 11; -16; 17; -16; 11; -5; 1}
12n_3,{0; 6; 1; -7; 17; -23; 17; -7; 1}
12n_4,{0; 6; 1; -7; 19; -27; 19; -7; 1}
12n_5,{0; 6; 1; -7; 21; -29; 21; -7; 1}
12n_6,{0; 8; 1; -5; 9; -6; 3; -6; 9; -5; 1}
12n_7,{0; 6; 1; -5; 9; -9; 9; -5; 1}
12n_8,{0; 8; 1; -5; 9; -10; 11; -10; 9; -5; 1}
12n_9,{0; 6; 1; -7; 17; -21; 17; -7; 1}
12n_10,{0; 6; 1; -5; 9; -9; 9; -5; 1}
12n_11,{0; 4; 3; -15; 25; -15; 3}
12n_12,{0; 6; 2; -10; 18; -19; 18; -10; 2}
12n_13,{0; 4; 1; -7; 13; -7; 1}
12n_14,{0; 6; 1; -7; 21; -31; 21; -7; 1}
12n_15,{0; 6; 1; -9; 27; -37; 27; -9; 1}
12n_16,{0; 8; 1; -5; 7; 0; -5; 0; 7; -5; 1}
12n_17,{0; 6; 1; -8; 22; -29; 22; -8; 1}
12n_18,{0; 6; 1; -8; 26; -39; 26; -8; 1}
12n_19,{0; 6; 1; -3; -1; 7; -1; -3; 1}
12n_20,{0; 6; 1; -5; 11; -13; 11; -5; 1}
12n_21,{0; 6; 2; -12; 28; -35; 28; -12; 2}
12n_22,{0; 8; 1; -6; 16; -29; 37; -29; 16; -6; 1}
12n_23,{0; 2; 2; -5; 2}
12n_24,{0; 6; 1; -5; 11; -15; 11; -5; 1}
12n_25,{0; 4; 1; -3; 3; -3; 1}
12n_26,{0; 6; 2; -10; 22; -29; 22; -10; 2}
12n_27,{0; 8; 1; -6; 16; -25; 27; -25; 16; -6; 1}
12n_28,{0; 4; 2; -8; 13; -8; 2}
12n_29,{0; 6; 2; -12; 28; -35; 28; -12; 2}
12n_30,{0; 8; 1; -6; 16; -29; 37; -29; 16; -6; 1}
12n_31,{0; 2; 2; -5; 2}
12n_32,{0; 6; 2; -10; 22; -29; 22; -10; 2}
12n_33,{0; 8; 1; -6; 16; -25; 27; -25; 16; -6; 1}
12n_34,{0; 4; 2; -8; 13; -8; 2}
12n_35,{0; 6; 1; -6; 16; -23; 16; -6; 1}
12n_36,{0; 6; 1; -8; 22; -29; 22; -8; 1}
12n_37,{0; 8; 1; -5; 8; -5; 3; -5; 8; -5; 1}
12n_38,{0; 6; 1; -6; 16; -21; 16; -6; 1}
12n_39,{0; 6; 1; -8; 22; -31; 22; -8; 1}
12n_40,{0; 8; 1; -5; 10; -11; 9; -11; 10; -5; 1}
12n_41,{0; 6; 1; -4; 4; -1; 4; -4; 1}
12n_42,{0; 6; 1; -6; 14; -17; 14; -6; 1}
12n_43,{0; 8; 1; -5; 10; -15; 19; -15; 10; -5; 1}
12n_44,{0; 6; 1; -6; 12; -13; 12; -6; 1}
12n_45,{0; 6; 1; -4; 8; -11; 8; -4; 1}
12n_46,{0; 4; 2; -10; 17; -10; 2}
12n_47,{0; 6; 2; -9; 13; -11; 13; -9; 2}
12n_48,{0; 4; 2; -12; 21; -12; 2}
12n_49,{0; 4; 4; -20; 33; -20; 4}
12n_50,{0; 6; 2; -11; 23; -27; 23; -11; 2}
12n_51,{0; 2; 2; -5; 2}
12n_52,{0; 6; 1; -9; 30; -43; 30; -9; 1}
12n_53,{0; 4; 3; -14; 23; -14; 3}
12n_54,{0; 6; 1; -4; 6; -7; 6; -4; 1}
12n_55,{0; 6; 2; -11; 26; -33; 26; -11; 2}
12n_56,{0; 4; 1; -2; 3; -2; 1}
12n_57,{0; 4; 1; -2; 3; -2; 1}
12n_58,{0; 6; 2; -13; 30; -39; 30; -13; 2}
12n_59,{0; 8; 1; -3; 0; 8; -13; 8; 0; -3; 1}
